Serial Number,Name,Paid for the Course,Age,City,Education,Domain,Channel Name
274,Drew Flores,0,17,Nagpur,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
275,Amber Collins,0,26,Aligarh,Engineering,Sales/Business Development/Legal,Channel 1
276,Jose Bell,1,33,Pune,Engineering,Other,Channel 4
277,Mckenzie Thomas,0,35,Jamshedpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
278,Ann Cooper,0,34,Salem,B.Com/BBM/BBA/MBA/Management & others,Sales/Business Development/Legal,Channel 2
279,Melissa Fitzpatrick,0,41,Hyderabad,Engineering,Hospitality/Travel,Channel 3
280,Lynn Wright,0,45,Hyderabad,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 4
281,Ashley Johnson,0,45,Hyderabad,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 5
282,Courtney Cooke,0,17,Ranchi,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
283,Tyler Turner,0,30,Asansol,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
284,Gina Thompson,1,33,Dhanbad,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 5
285,Angel Clark DVM,0,26,Pondicherry,B.SC,Other,Channel 1
286,Deborah Craig,0,45,Bangalore,BBM/MCA/MBA/Management & Others,Other,Channel 5
287,Randy Munoz,0,18,Vellore,Engineering,Other,Channel 1
288,Robert Logan,0,25,Hamirpur,BBM/MCA/MBA/Management & Others,Other,Channel 1
289,Donna Ross,0,40,Delhi,BCA,BPO/KPO/Customer Service/ITES,Channel 3
290,Stacy Reeves,0,37,Dehradun,Engineering,Teaching/Educators,Channel 2
291,Kelli Kelly,0,34,Solapur,B.SC,Teaching/Educators,Channel 2
292,Melissa Williams,0,33,Guwahati,Engineering,Other,Channel 2
293,Robert Maldonado,0,19,Nellore,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 1
294,Claudia Munoz,0,28,Mathura,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
295,Darrell Smith,0,25,Vijayawada,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
296,Alyssa Lee,0,36,Lucknow,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
297,Alisha Castro,0,40,Pune,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
298,Hannah Thompson,0,30,Bangalore,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
299,Tina Briggs,0,33,Kochi,B.SC,Other,Channel 2
300,Connie Rich,0,21,Rourkela,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
301,Shane Lutz,0,40,Chennai,Engineering,Sales/Business Development/Legal,Channel 5
302,Dr. Logan Paul,0,24,Bhilai,BBM/MCA/MBA/Management & Others,Other,Channel 2
303,Nancy Moss,0,35,Bokaro Steel City,B.SC,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
304,Rachel Horne,0,45,Ahmedabad,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 4
305,Jennifer Parker,0,36,Vadodara,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
306,Sheryl Bray,0,31,Ajmer,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
307,Heather Solis,0,21,Hubli–Dharwad,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 1
308,Gavin Hamilton,0,27,Siliguri,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
309,Sarah Phillips,0,45,Mumbai,B.Com,Other,Channel 4
310,Jennifer Johnson,0,34,Surat,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
311,Raymond Hernandez,0,21,Nellore,BBA,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
312,Brenda Smith,0,42,Bangalore,Engineering,Ed-Tech,Channel 5
313,Eric Clark,0,45,Delhi,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 5
314,Anthony Harper,1,37,Bhiwandi,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 5
315,Deborah Owen,0,37,Asansol,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 2
316,Christopher Jacobs,0,22,Warangal,B.SC,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
317,Erica Foster,0,42,Mumbai,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
318,Sierra Baker,0,31,Chandigarh,B.Com,Core Engineering/R&D,Channel 2
319,Christopher Meyers,0,24,Firozabad,Engineering,Other,Channel 1
320,Erica Kent,0,32,Jalandhar,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 2
321,Brittney Fisher,0,37,Hamirpur,Engineering,Ed-Tech,Channel 2
322,Tiffany Lopez DDS,0,36,Ujjain,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
323,Preston Hoover,0,28,Kollam,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 1
324,Thomas Ward,0,42,Delhi,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 4
325,Matthew Clark,0,28,Jammu,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
326,Patrick Gonzalez,0,18,Solapur,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 1
327,Laura Phillips,0,24,Firozabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
328,Bradley Harrell,0,22,Jabalpur,Engineering,Other,Channel 1
329,Melissa Murray,0,18,Nellore,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
330,Wesley Sanchez,0,19,Bokaro Steel City,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
331,Janet Yang,0,18,Guntur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
332,Denise Medina,0,43,Chennai,Engineering,Other,Channel 4
333,Charles Flores,0,40,Chennai,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 4
334,William Stephens,1,22,Hyderabad,B.Com,Other,Channel 2
335,Austin Morton,0,28,Firozabad,BBM/MCA/MBA/Management & Others,Pharma/Medical/Biotech/Healthcare,Channel 1
336,Keith Jones,0,19,Gurgaon,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
337,Derek Peck,0,27,Jodhpur,Engineering,Other,Channel 1
338,Jill Gonzalez,0,26,Salem,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
339,Sarah Hunter,0,45,Pune,B.Com,Sales/Business Development/Legal,Channel 4
340,Jason Velez,0,20,Ujjain,BCA,Pharma/Medical/Biotech/Healthcare,Channel 1
341,Matthew Martinez,0,31,Jhansi,B.Com,Core Engineering/R&D,Channel 2
342,Christine Berry,0,42,Chennai,BCA,Other,Channel 3
343,Carmen Garner,0,19,Noida,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
344,Stacy Lewis,0,30,Jamnagar,B.Com,Other,Channel 2
345,Samuel Bates,0,26,Amritsar,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
346,Jerry Shepherd,1,30,Asansol,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
347,Melinda Williamson,0,35,Belgaum,B.SC,Other,Channel 2
348,Laura Anderson,0,37,Malappuram,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 2
349,Leah Sandoval,0,21,Purulia Prayagraj,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
350,Carly Richardson,0,44,Bangalore,B.SC,Pharma/Medical/Biotech/Healthcare,Channel 3
351,Christopher Mccall,1,24,Hyderabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
352,Jessica Austin,0,44,Pune,B.SC,Other,Channel 5
353,Roberta Smith,0,37,Patna,BBA,Other,Channel 2
354,Michael Murray,0,32,Solapur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
355,Jonathan Shea,0,19,Agra,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
356,Robert Garcia,0,24,Nellore,B.Com/BBM/BBA/MBA/Management & others,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
357,Lisa Ortiz,0,43,Hyderabad,B.Com/BBM/BBA/MBA/Management & others,Data Science/Data Analysis/Business Intelligence,Channel 5
358,Mr. Sergio Sandoval MD,0,25,Faridabad,Engineering,Other,Channel 1
359,Kevin Smith,0,21,Chandigarh,BBM/MCA/MBA/Management & Others,Core Engineering/R&D,Channel 1
360,John Hoffman,1,18,Hyderabad,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 2
361,Michael Simpson,0,35,Vasai-Virar City,BBM/MCA/MBA/Management & Others,Teaching/Educators,Channel 2
362,Sarah Carey,0,33,Jalandhar,Engineering,BPO/KPO/Customer Service/ITES,Channel 2
363,Ross Wilson,0,27,Aurangabad,Engineering,Other,Channel 1
364,Kenneth Bender,0,34,Amravati,B.Com,Other,Channel 2
365,Dr. Lynn Gray DDS,0,23,Bhilai,Engineering,Sales/Business Development/Legal,Channel 1
366,Randall Hamilton,0,28,Gurgaon,B.SC,Teaching/Educators,Channel 1
367,Glenn Fox,0,45,Delhi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
368,William Ellis,0,35,Vasai-Virar City,B.Com,Core Engineering/R&D,Channel 2
369,Frank Perez,0,27,Kurnool,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
370,Nicholas Morgan,0,28,Noida,B.SC,Pharma/Medical/Biotech/Healthcare,Channel 1
371,Bianca Walton,0,40,Delhi,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 3
372,Janice Lewis,0,37,Kollam,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
373,Phillip Myers,0,30,Mangalore,BBM/MCA/MBA/Management & Others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
374,Larry Sullivan,0,30,Faridabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
375,Michelle Nicholson,0,26,Bokaro Steel City,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
376,Brian Rubio,0,42,Chennai,B.Com/BBM/BBA/MBA/Management & others,Teaching/Educators,Channel 3
377,Wanda Williams,0,32,Bhavnagar,B.Com,Other,Channel 2
378,Natalie Barnett,0,30,Jamnagar,B.Com,Sales/Business Development/Legal,Channel 2
379,Arthur Gonzales,0,28,Cuttack,Engineering,Sales/Business Development/Legal,Channel 1
380,Ryan Woodward,0,35,Srinagar,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
381,Kelly Williams,0,30,Durgapur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
382,Matthew Gonzales,0,22,Dehradun,BCA,Sales/Business Development/Legal,Channel 1
383,Victoria Arnold,0,36,Asansol,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
384,Jasmine Martinez,0,34,Durgapur,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
385,William Martin DVM,0,35,Warangal,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
386,Sherri Sanchez,0,20,Jammu,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 1
387,Cheryl Dennis,0,24,Guwahati,BCA,Core Engineering/R&D,Channel 1
388,Martha Lynch,0,33,Bijapur,B.SC,Sales/Business Development/Legal,Channel 2
389,Jasmine Stone,0,20,Madurai,Engineering,Other,Channel 1
390,Elizabeth Bailey,0,41,Mumbai,Engineering,Other,Channel 3
391,Andrea Meadows,0,27,Cuttack,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
392,Zachary Logan,0,17,Nagpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
393,Megan Macdonald,0,23,Durgapur,Engineering,Other,Channel 1
394,James Hardy,0,34,Aurangabad,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
395,Richard Hoffman,0,26,Ludhiana,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
396,Vincent Oconnell,0,30,Nashik,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
397,Heidi Ellison MD,0,17,Nagpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
398,Terry Holden,0,40,Chennai,BBM/MCA/MBA/Management & Others,Other,Channel 4
399,Kathleen Chandler,0,20,Surat,Engineering,Hospitality/Travel,Channel 1
400,Jennifer Mcbride,0,31,Nanded,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
401,Brandon Murray,0,18,Patna,B.Com,BPO/KPO/Customer Service/ITES,Channel 1
402,Samantha Hoffman,0,17,Jhansi,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
403,Robert Munoz,0,27,Visakhapatnam,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
404,Richard Ramirez,0,42,Pune,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 5
405,Tracey Garner,0,37,Gwalior,Engineering,Other,Channel 2
406,Emma Moore,0,33,Jammu,Engineering,Sales/Business Development/Legal,Channel 2
407,Michael Brown,0,28,Belgaum,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
408,Travis Santiago,0,41,Kolkata,Engineering,Teaching/Educators,Channel 3
409,Joseph Johnson,0,24,Jamnagar,BBM/MCA/MBA/Management & Others,Other,Channel 1
410,Sarah Gross,0,41,Kolkata,Engineering,Other,Channel 5
411,Frederick Dougherty,0,19,Bareilly,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 1
412,Alex Williams,0,23,Kolhapur,Engineering,Other,Channel 1
413,Rebecca Lopez,0,33,Erode,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 2
414,Paula Barnes,0,42,Ahmedabad,Engineering,Teaching/Educators,Channel 2
415,Brian Allen,0,40,Ahmedabad,B.Com,Other,Channel 5
416,Marcus Armstrong,0,35,Cuttack,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
417,Katrina Turner,0,34,Hamirpur,BBA,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
418,Anna Cook,0,28,Moradabad,Engineering,Sales/Business Development/Legal,Channel 1
419,Edward Sanchez,0,42,Hyderabad,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 5
420,Joshua Gomez,0,27,Ludhiana,Computer Science,Sales/Business Development/Legal,Channel 1
421,Devin Baker,0,20,Dhanbad,Engineering,Pharma/Medical/Biotech/Healthcare,Channel 1
422,Alison Young,0,17,Indore,Engineering,Other,Channel 1
423,Caitlin Perez,0,42,Purulia Prayagraj,Engineering,Other,Channel 5
424,Jimmy King,0,25,Nashik,B.Com,Sales/Business Development/Legal,Channel 1
425,Jonathan Dyer,0,23,Gorakhpur,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
426,John Hawkins,0,31,Tiruchirappalli,B.SC,Admin/Data Entry/Secretary/Front Office,Channel 2
427,Kristina Young,0,25,Gurgaon,Engineering,Sales/Business Development/Legal,Channel 1
428,David Adams,0,19,Kochi,B.Com/BBM/BBA/MBA/Management & others,Admin/Data Entry/Secretary/Front Office,Channel 1
429,Ms. Jamie Richardson,0,36,Sangli,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
430,Tyler Sanders,0,26,Lucknow,BBM/MCA/MBA/Management & Others,Other,Channel 1
431,Thomas Cox,0,18,Siliguri,B.Com,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
432,Latoya Welch,0,32,Varanasi,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
433,Christopher Bennett,0,24,Patna,BBM/MCA/MBA/Management & Others,Other,Channel 1
434,Nancy Diaz,0,30,Amritsar,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 2
435,Jennifer Myers,0,41,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
436,Rhonda Dean,0,37,Siliguri,BCA,Core Engineering/R&D,Channel 2
437,Stephen Bean,0,24,Guntur,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
438,Brenda Brewer,1,35,Bhilai,Engineering,Core Engineering/R&D,Channel 5
439,Ryan Bush,0,24,Jalandhar,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
440,Cynthia Gibson,0,30,Sangli,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
441,Ryan Reynolds,0,43,Chennai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
442,Lindsay Black,0,42,Mumbai,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
443,Kathleen Chambers,0,33,Mathura,Engineering,Other,Channel 2
444,Brandon Scott,0,23,Bikaner,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
445,Laura Evans,0,27,Hamirpur,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
446,Juan Soto,0,20,Nashik,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 1
447,Robert Goodwin,0,36,Jamnagar,Engineering,Other,Channel 2
448,Nancy Hayden,0,35,Erode,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
449,Anthony Chandler,0,36,Madurai,Engineering,Other,Channel 2
450,Jeremiah Martin,0,17,Vellore,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
451,Glenn Greene,0,34,Aligarh,Engineering,BPO/KPO/Customer Service/ITES,Channel 2
452,Jacob Jones,0,23,Bokaro Steel City,BBM/MCA/MBA/Management & Others,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
453,Mr. Nicholas Smith,1,22,Bangalore,B.SC,Social Media Influencers,Channel 1
454,Gary Martinez,0,24,Rajkot,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
455,Becky Anderson DDS,1,17,Hyderabad,B.Com,Teaching/Educators,Channel 2
456,Michael Madden,0,40,Chennai,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 3
457,Bryan Gutierrez,0,18,Kannur,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
458,Michael Moore,0,37,Tiruppur,B.Com,Other,Channel 2
459,Whitney Holt,0,45,Pune,BBM/MCA/MBA/Management & Others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 4
460,Tracy Copeland,0,42,Kolkata,B.SC,Other,Channel 5
461,Dwayne Holland,0,32,Varanasi,Engineering,Core Engineering/R&D,Channel 2
462,Jasmine Duarte,0,18,Bikaner,Engineering,Sales/Business Development/Legal,Channel 1
463,Sherry Bush,0,21,Aligarh,B.Com/BBM/BBA/MBA/Management & others,Sales/Business Development/Legal,Channel 1
464,Jamie Rivera,1,18,Hyderabad,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
465,Lauren Dean,0,35,Madurai,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 2
466,Kimberly Compton,0,19,Vasai-Virar City,B.Com,Other,Channel 1
467,Gary Underwood,0,24,Bhiwandi,Engineering,Other,Channel 1
468,Sheila Harris,0,31,Vadodara,Engineering,Sales/Business Development/Legal,Channel 2
469,Blake Hernandez,0,37,Rourkela,B.Com,Other,Channel 2
470,Jacob Walker,0,20,Kanpur,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
471,Patricia Butler,0,27,Malappuram,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
472,Kimberly Harris,0,35,Meerut,Engineering,Other,Channel 2
473,Randy Coleman,0,18,Cuttack,B.Com,Other,Channel 1
474,Dr. Daniel Callahan,0,19,Gwalior,B.Com,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
475,Alexander Nelson,0,28,Tiruchirappalli,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
476,James Ross,0,45,Pune,B.Com,Pharma/Medical/Biotech/Healthcare,Channel 3
477,James Sanchez,0,25,Bhopal,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
478,Brittany White,0,33,Hubli–Dharwad,B.Com/BBM/BBA/MBA/Management & others,Core Engineering/R&D,Channel 2
479,Kevin Smith,0,22,Kozhikode,Engineering,Core Engineering/R&D,Channel 1
